"caseId","lexisCite","term","justiceName","vote"
"2008-007","2009 U.S. LEXIS 579",2008,"AScalia",1
"2008-007","2009 U.S. LEXIS 579",2008,"AMKennedy",1
"2008-007","2009 U.S. LEXIS 579",2008,"DHSouter",1
"2008-007","2009 U.S. LEXIS 579",2008,"CThomas",1
"2008-007","2009 U.S. LEXIS 579",2008,"RBGinsburg",1
"2008-007","2009 U.S. LEXIS 579",2008,"SGBreyer",1
"2008-007","2009 U.S. LEXIS 579",2008,"SAAlito",1
"2008-008","2009 U.S. LEXIS 580",2008,"JGRoberts",1
"2008-008","2009 U.S. LEXIS 580",2008,"JPStevens",1
"2008-008","2009 U.S. LEXIS 580",2008,"AScalia",1
"2008-008","2009 U.S. LEXIS 580",2008,"AMKennedy",1
"2008-008","2009 U.S. LEXIS 580",2008,"DHSouter",1
"2008-008","2009 U.S. LEXIS 580",2008,"CThomas",4
"2008-008","2009 U.S. LEXIS 580",2008,"RBGinsburg",1
"2008-008","2009 U.S. LEXIS 580",2008,"SGBreyer",1
"2008-008","2009 U.S. LEXIS 580",2008,"SAAlito",4
"2008-009","2009 U.S. LEXIS 581",2008,"JGRoberts",1
"2008-009","2009 U.S. LEXIS 581",2008,"JPStevens",2
"2008-009","2009 U.S. LEXIS 581",2008,"AScalia",1
"2008-009","2009 U.S. LEXIS 581",2008,"AMKennedy",1
"2008-009","2009 U.S. LEXIS 581",2008,"DHSouter",2
"2008-009","2009 U.S. LEXIS 581",2008,"CThomas",1
"2008-009","2009 U.S. LEXIS 581",2008,"RBGinsburg",2
"2008-009","2009 U.S. LEXIS 581",2008,"SGBreyer",2
"2008-009","2009 U.S. LEXIS 581",2008,"SAAlito",1
"2008-010","2009 U.S. LEXIS 582",2008,"JGRoberts",2
"2008-010","2009 U.S. LEXIS 582",2008,"JPStevens",1
"2008-010","2009 U.S. LEXIS 582",2008,"AScalia",2
"2008-010","2009 U.S. LEXIS 582",2008,"AMKennedy",1
"2008-010","2009 U.S. LEXIS 582",2008,"DHSouter",2
"2008-010","2009 U.S. LEXIS 582",2008,"CThomas",2
"2008-010","2009 U.S. LEXIS 582",2008,"RBGinsburg",1
"2008-010","2009 U.S. LEXIS 582",2008,"SGBreyer",1
"2008-010","2009 U.S. LEXIS 582",2008,"SAAlito",1
"2008-011","2009 U.S. LEXIS 867",2008,"JGRoberts",1
"2008-011","2009 U.S. LEXIS 867",2008,"JPStevens",2
"2008-011","2009 U.S. LEXIS 867",2008,"AScalia",1
"2008-011","2009 U.S. LEXIS 867",2008,"AMKennedy",1
"2008-011","2009 U.S. LEXIS 867",2008,"DHSouter",2
"2008-011","2009 U.S. LEXIS 867",2008,"CThomas",1
"2008-011","2009 U.S. LEXIS 867",2008,"RBGinsburg",2
"2008-011","2009 U.S. LEXIS 867",2008,"SGBreyer",1
"2008-011","2009 U.S. LEXIS 867",2008,"SAAlito",1
"2008-012","2009 U.S. LEXIS 590",2008,"JGRoberts",3
"2008-012","2009 U.S. LEXIS 590",2008,"JPStevens",1
"2008-012","2009 U.S. LEXIS 590",2008,"AScalia",3
"2008-012","2009 U.S. LEXIS 590",2008,"AMKennedy",1
"2008-012","2009 U.S. LEXIS 590",2008,"DHSouter",1
"2008-012","2009 U.S. LEXIS 590",2008,"CThomas",1
"2008-012","2009 U.S. LEXIS 590",2008,"RBGinsburg",1
"2008-012","2009 U.S. LEXIS 590",2008,"SGBreyer",1
"2008-012","2009 U.S. LEXIS 590",2008,"SAAlito",3
"2008-013","2009 U.S. LEXIS 591",2008,"JGRoberts",1
"2008-013","2009 U.S. LEXIS 591",2008,"JPStevens",1
"2008-013","2009 U.S. LEXIS 591",2008,"AScalia",1
"2008-013","2009 U.S. LEXIS 591",2008,"AMKennedy",1
"2008-013","2009 U.S. LEXIS 591",2008,"DHSouter",1
"2008-013","2009 U.S. LEXIS 591",2008,"CThomas",1
"2008-013","2009 U.S. LEXIS 591",2008,"RBGinsburg",1
"2008-013","2009 U.S. LEXIS 591",2008,"SGBreyer",1
"2008-013","2009 U.S. LEXIS 591",2008,"SAAlito",1
"2008-014","2009 U.S. LEXIS 592",2008,"JGRoberts",1
"2008-014","2009 U.S. LEXIS 592",2008,"JPStevens",1
"2008-014","2009 U.S. LEXIS 592",2008,"AScalia",1
"2008-014","2009 U.S. LEXIS 592",2008,"AMKennedy",1
"2008-014","2009 U.S. LEXIS 592",2008,"DHSouter",1
"2008-014","2009 U.S. LEXIS 592",2008,"CThomas",1
"2008-014","2009 U.S. LEXIS 592",2008,"RBGinsburg",1
"2008-014","2009 U.S. LEXIS 592",2008,"SGBreyer",1
"2008-014","2009 U.S. LEXIS 592",2008,"SAAlito",1
"2008-016","2009 U.S. LEXIS 870",2008,"JGRoberts",1
"2008-016","2009 U.S. LEXIS 870",2008,"JPStevens",1
"2008-016","2009 U.S. LEXIS 870",2008,"AScalia",1
"2008-016","2009 U.S. LEXIS 870",2008,"AMKennedy",1
"2008-016","2009 U.S. LEXIS 870",2008,"DHSouter",1
"2008-016","2009 U.S. LEXIS 870",2008,"CThomas",4
"2008-016","2009 U.S. LEXIS 870",2008,"RBGinsburg",1
"2008-016","2009 U.S. LEXIS 870",2008,"SGBreyer",1
"2008-016","2009 U.S. LEXIS 870",2008,"SAAlito",4
"2008-017","2009 U.S. LEXIS 869",2008,"JGRoberts",1
"2008-017","2009 U.S. LEXIS 869",2008,"JPStevens",1
"2008-017","2009 U.S. LEXIS 869",2008,"AScalia",1
"2008-017","2009 U.S. LEXIS 869",2008,"AMKennedy",1
"2008-017","2009 U.S. LEXIS 869",2008,"DHSouter",1
"2008-017","2009 U.S. LEXIS 869",2008,"CThomas",1
"2008-017","2009 U.S. LEXIS 869",2008,"RBGinsburg",1
"2008-017","2009 U.S. LEXIS 869",2008,"SGBreyer",1
"2008-017","2009 U.S. LEXIS 869",2008,"SAAlito",1
"2008-018","2009 U.S. LEXIS 871",2008,"JGRoberts",1
"2008-018","2009 U.S. LEXIS 871",2008,"JPStevens",1
"2008-018","2009 U.S. LEXIS 871",2008,"AScalia",1
"2008-018","2009 U.S. LEXIS 871",2008,"AMKennedy",1
"2008-018","2009 U.S. LEXIS 871",2008,"DHSouter",1
"2008-018","2009 U.S. LEXIS 871",2008,"CThomas",1
"2008-018","2009 U.S. LEXIS 871",2008,"RBGinsburg",1
"2008-018","2009 U.S. LEXIS 871",2008,"SGBreyer",1
"2008-018","2009 U.S. LEXIS 871",2008,"SAAlito",1
"2008-019","2009 U.S. LEXIS 868",2008,"JGRoberts",1
"2008-019","2009 U.S. LEXIS 868",2008,"JPStevens",1
"2008-019","2009 U.S. LEXIS 868",2008,"AScalia",1
"2008-019","2009 U.S. LEXIS 868",2008,"AMKennedy",1
"2008-019","2009 U.S. LEXIS 868",2008,"DHSouter",1
"2008-019","2009 U.S. LEXIS 868",2008,"CThomas",1
"2008-019","2009 U.S. LEXIS 868",2008,"RBGinsburg",1
"2008-019","2009 U.S. LEXIS 868",2008,"SGBreyer",1
"2008-019","2009 U.S. LEXIS 868",2008,"SAAlito",1
"2008-020","2009 U.S. LEXIS 1003",2008,"JGRoberts",1
"2008-020","2009 U.S. LEXIS 1003",2008,"JPStevens",1
"2008-020","2009 U.S. LEXIS 1003",2008,"AScalia",1
"2008-020","2009 U.S. LEXIS 1003",2008,"AMKennedy",1
"2008-020","2009 U.S. LEXIS 1003",2008,"DHSouter",1
"2008-020","2009 U.S. LEXIS 1003",2008,"CThomas",1
"2008-020","2009 U.S. LEXIS 1003",2008,"RBGinsburg",1
"2008-020","2009 U.S. LEXIS 1003",2008,"SGBreyer",1
"2008-020","2009 U.S. LEXIS 1003",2008,"SAAlito",1
"2008-022","2009 U.S. LEXIS 1632",2008,"JGRoberts",1
"2008-022","2009 U.S. LEXIS 1632",2008,"JPStevens",2
"2008-022","2009 U.S. LEXIS 1632",2008,"AScalia",1
"2008-022","2009 U.S. LEXIS 1632",2008,"AMKennedy",1
"2008-022","2009 U.S. LEXIS 1632",2008,"DHSouter",2
"2008-022","2009 U.S. LEXIS 1632",2008,"CThomas",1
"2008-022","2009 U.S. LEXIS 1632",2008,"RBGinsburg",4
"2008-022","2009 U.S. LEXIS 1632",2008,"SGBreyer",2
"2008-022","2009 U.S. LEXIS 1632",2008,"SAAlito",1
"2008-023","2009 U.S. LEXIS 1633",2008,"JGRoberts",1
"2008-023","2009 U.S. LEXIS 1633",2008,"JPStevens",2
"2008-023","2009 U.S. LEXIS 1633",2008,"AScalia",1
"2008-023","2009 U.S. LEXIS 1633",2008,"AMKennedy",1
"2008-023","2009 U.S. LEXIS 1633",2008,"DHSouter",2
"2008-023","2009 U.S. LEXIS 1633",2008,"CThomas",1
"2008-023","2009 U.S. LEXIS 1633",2008,"RBGinsburg",2
"2008-023","2009 U.S. LEXIS 1633",2008,"SGBreyer",3
"2008-023","2009 U.S. LEXIS 1633",2008,"SAAlito",1
"2008-024","2009 U.S. LEXIS 1634",2008,"JGRoberts",2
"2008-024","2009 U.S. LEXIS 1634",2008,"JPStevens",1
"2008-024","2009 U.S. LEXIS 1634",2008,"AScalia",2
"2008-024","2009 U.S. LEXIS 1634",2008,"AMKennedy",1
"2008-024","2009 U.S. LEXIS 1634",2008,"DHSouter",1
"2008-024","2009 U.S. LEXIS 1634",2008,"CThomas",1
"2008-024","2009 U.S. LEXIS 1634",2008,"RBGinsburg",1
"2008-024","2009 U.S. LEXIS 1634",2008,"SGBreyer",1
"2008-024","2009 U.S. LEXIS 1634",2008,"SAAlito",1
"2008-025","2009 U.S. LEXIS 1635",2008,"JGRoberts",1
"2008-025","2009 U.S. LEXIS 1635",2008,"JPStevens",4
"2008-025","2009 U.S. LEXIS 1635",2008,"AScalia",1
"2008-025","2009 U.S. LEXIS 1635",2008,"AMKennedy",1
"2008-025","2009 U.S. LEXIS 1635",2008,"DHSouter",4
"2008-025","2009 U.S. LEXIS 1635",2008,"CThomas",1
"2008-025","2009 U.S. LEXIS 1635",2008,"RBGinsburg",4
"2008-025","2009 U.S. LEXIS 1635",2008,"SGBreyer",4
"2008-025","2009 U.S. LEXIS 1635",2008,"SAAlito",1
"2008-026","2009 U.S. LEXIS 1636",2008,"JGRoberts",1
"2008-026","2009 U.S. LEXIS 1636",2008,"JPStevens",3
"2008-026","2009 U.S. LEXIS 1636",2008,"AScalia",3
"2008-026","2009 U.S. LEXIS 1636",2008,"AMKennedy",1
"2008-026","2009 U.S. LEXIS 1636",2008,"DHSouter",4
"2008-026","2009 U.S. LEXIS 1636",2008,"CThomas",3
"2008-026","2009 U.S. LEXIS 1636",2008,"RBGinsburg",3
"2008-026","2009 U.S. LEXIS 1636",2008,"SGBreyer",3
"2008-026","2009 U.S. LEXIS 1636",2008,"SAAlito",1
"2008-027","2009 U.S. LEXIS 1769",2008,"JGRoberts",1
"2008-027","2009 U.S. LEXIS 1769",2008,"JPStevens",2
"2008-027","2009 U.S. LEXIS 1769",2008,"AScalia",1
"2008-027","2009 U.S. LEXIS 1769",2008,"AMKennedy",3
"2008-027","2009 U.S. LEXIS 1769",2008,"DHSouter",2
"2008-027","2009 U.S. LEXIS 1769",2008,"CThomas",1
"2008-027","2009 U.S. LEXIS 1769",2008,"RBGinsburg",2
"2008-027","2009 U.S. LEXIS 1769",2008,"SGBreyer",2
"2008-027","2009 U.S. LEXIS 1769",2008,"SAAlito",1
"2008-028","2009 U.S. LEXIS 1768",2008,"JGRoberts",1
"2008-028","2009 U.S. LEXIS 1768",2008,"JPStevens",4
"2008-028","2009 U.S. LEXIS 1768",2008,"AScalia",3
"2008-028","2009 U.S. LEXIS 1768",2008,"AMKennedy",1
"2008-028","2009 U.S. LEXIS 1768",2008,"DHSouter",1
"2008-028","2009 U.S. LEXIS 1768",2008,"CThomas",2
"2008-028","2009 U.S. LEXIS 1768",2008,"RBGinsburg",1
"2008-028","2009 U.S. LEXIS 1768",2008,"SGBreyer",4
"2008-028","2009 U.S. LEXIS 1768",2008,"SAAlito",3
"2008-029","2009 U.S. LEXIS 1774",2008,"JGRoberts",2
"2008-029","2009 U.S. LEXIS 1774",2008,"JPStevens",1
"2008-029","2009 U.S. LEXIS 1774",2008,"AScalia",2
"2008-029","2009 U.S. LEXIS 1774",2008,"AMKennedy",1
"2008-029","2009 U.S. LEXIS 1774",2008,"DHSouter",1
"2008-029","2009 U.S. LEXIS 1774",2008,"CThomas",4
"2008-029","2009 U.S. LEXIS 1774",2008,"RBGinsburg",1
"2008-029","2009 U.S. LEXIS 1774",2008,"SGBreyer",3
"2008-029","2009 U.S. LEXIS 1774",2008,"SAAlito",2
"2008-030","2009 U.S. LEXIS 1842",2008,"JGRoberts",1
"2008-030","2009 U.S. LEXIS 1842",2008,"JPStevens",2
"2008-030","2009 U.S. LEXIS 1842",2008,"AScalia",4
"2008-030","2009 U.S. LEXIS 1842",2008,"AMKennedy",5
"2008-030","2009 U.S. LEXIS 1842",2008,"DHSouter",2
"2008-030","2009 U.S. LEXIS 1842",2008,"CThomas",4
"2008-030","2009 U.S. LEXIS 1842",2008,"RBGinsburg",2
"2008-030","2009 U.S. LEXIS 1842",2008,"SGBreyer",2
"2008-030","2009 U.S. LEXIS 1842",2008,"SAAlito",1
"2008-031","2009 U.S. LEXIS 1781",2008,"JGRoberts",2
"2008-031","2009 U.S. LEXIS 1781",2008,"JPStevens",2
"2008-031","2009 U.S. LEXIS 1781",2008,"AScalia",1
"2008-031","2009 U.S. LEXIS 1781",2008,"AMKennedy",1
"2008-031","2009 U.S. LEXIS 1781",2008,"DHSouter",1
"2008-031","2009 U.S. LEXIS 1781",2008,"CThomas",1
"2008-031","2009 U.S. LEXIS 1781",2008,"RBGinsburg",1
"2008-031","2009 U.S. LEXIS 1781",2008,"SGBreyer",2
"2008-031","2009 U.S. LEXIS 1781",2008,"SAAlito",2
"2008-032","2009 U.S. LEXIS 1780",2008,"JGRoberts",1
"2008-032","2009 U.S. LEXIS 1780",2008,"JPStevens",2
"2008-032","2009 U.S. LEXIS 1780",2008,"AScalia",1
"2008-032","2009 U.S. LEXIS 1780",2008,"AMKennedy",1
"2008-032","2009 U.S. LEXIS 1780",2008,"DHSouter",1
"2008-032","2009 U.S. LEXIS 1780",2008,"CThomas",1
"2008-032","2009 U.S. LEXIS 1780",2008,"RBGinsburg",1
"2008-032","2009 U.S. LEXIS 1780",2008,"SGBreyer",2
"2008-032","2009 U.S. LEXIS 1780",2008,"SAAlito",1
"2008-033","2009 U.S. LEXIS 1779",2008,"JGRoberts",3
"2008-033","2009 U.S. LEXIS 1779",2008,"JPStevens",1
"2008-033","2009 U.S. LEXIS 1779",2008,"AScalia",1
"2008-033","2009 U.S. LEXIS 1779",2008,"AMKennedy",1
"2008-033","2009 U.S. LEXIS 1779",2008,"DHSouter",3
"2008-033","2009 U.S. LEXIS 1779",2008,"CThomas",1
"2008-033","2009 U.S. LEXIS 1779",2008,"RBGinsburg",1
"2008-033","2009 U.S. LEXIS 1779",2008,"SGBreyer",1
"2008-033","2009 U.S. LEXIS 1779",2008,"SAAlito",1
"2008-034","2009 U.S. LEXIS 2329",2008,"JGRoberts",1
"2008-034","2009 U.S. LEXIS 2329",2008,"JPStevens",1
"2008-034","2009 U.S. LEXIS 2329",2008,"AScalia",1
"2008-034","2009 U.S. LEXIS 2329",2008,"AMKennedy",1
"2008-034","2009 U.S. LEXIS 2329",2008,"DHSouter",1
"2008-034","2009 U.S. LEXIS 2329",2008,"CThomas",1
"2008-034","2009 U.S. LEXIS 2329",2008,"RBGinsburg",1
"2008-034","2009 U.S. LEXIS 2329",2008,"SGBreyer",1
"2008-034","2009 U.S. LEXIS 2329",2008,"SAAlito",1
"2008-035","2009 U.S. LEXIS 2330",2008,"JGRoberts",1
"2008-035","2009 U.S. LEXIS 2330",2008,"JPStevens",2
"2008-035","2009 U.S. LEXIS 2330",2008,"AScalia",1
"2008-035","2009 U.S. LEXIS 2330",2008,"AMKennedy",1
"2008-035","2009 U.S. LEXIS 2330",2008,"DHSouter",2
"2008-035","2009 U.S. LEXIS 2330",2008,"CThomas",1
"2008-035","2009 U.S. LEXIS 2330",2008,"RBGinsburg",1
"2008-035","2009 U.S. LEXIS 2330",2008,"SGBreyer",1
"2008-035","2009 U.S. LEXIS 2330",2008,"SAAlito",1
"2008-036","2009 U.S. LEXIS 2495",2008,"JGRoberts",1
"2008-036","2009 U.S. LEXIS 2495",2008,"JPStevens",1
"2008-036","2009 U.S. LEXIS 2495",2008,"AScalia",1
"2008-036","2009 U.S. LEXIS 2495",2008,"AMKennedy",1
"2008-036","2009 U.S. LEXIS 2495",2008,"DHSouter",1
"2008-036","2009 U.S. LEXIS 2495",2008,"CThomas",1
"2008-036","2009 U.S. LEXIS 2495",2008,"RBGinsburg",1
"2008-036","2009 U.S. LEXIS 2495",2008,"SGBreyer",1
"2008-036","2009 U.S. LEXIS 2495",2008,"SAAlito",1
"2008-037","2009 U.S. LEXIS 2494",2008,"JGRoberts",1
"2008-037","2009 U.S. LEXIS 2494",2008,"JPStevens",1
"2008-037","2009 U.S. LEXIS 2494",2008,"AScalia",1
"2008-037","2009 U.S. LEXIS 2494",2008,"AMKennedy",1
"2008-037","2009 U.S. LEXIS 2494",2008,"DHSouter",1
"2008-037","2009 U.S. LEXIS 2494",2008,"CThomas",1
"2008-037","2009 U.S. LEXIS 2494",2008,"RBGinsburg",1
"2008-037","2009 U.S. LEXIS 2494",2008,"SGBreyer",1
"2008-037","2009 U.S. LEXIS 2494",2008,"SAAlito",1
"2008-038","2009 U.S. LEXIS 2493",2008,"JGRoberts",1
"2008-038","2009 U.S. LEXIS 2493",2008,"JPStevens",1
"2008-038","2009 U.S. LEXIS 2493",2008,"AScalia",1
"2008-038","2009 U.S. LEXIS 2493",2008,"AMKennedy",1
"2008-038","2009 U.S. LEXIS 2493",2008,"DHSouter",1
"2008-038","2009 U.S. LEXIS 2493",2008,"CThomas",1
"2008-038","2009 U.S. LEXIS 2493",2008,"RBGinsburg",1
"2008-038","2009 U.S. LEXIS 2493",2008,"SGBreyer",1
"2008-038","2009 U.S. LEXIS 2493",2008,"SAAlito",1
"2008-039","2009 U.S. LEXIS 2496",2008,"JGRoberts",4
"2008-039","2009 U.S. LEXIS 2496",2008,"JPStevens",1
"2008-039","2009 U.S. LEXIS 2496",2008,"AScalia",2
"2008-039","2009 U.S. LEXIS 2496",2008,"AMKennedy",1
"2008-039","2009 U.S. LEXIS 2496",2008,"DHSouter",1
"2008-039","2009 U.S. LEXIS 2496",2008,"CThomas",4
"2008-039","2009 U.S. LEXIS 2496",2008,"RBGinsburg",1
"2008-039","2009 U.S. LEXIS 2496",2008,"SGBreyer",1
"2008-039","2009 U.S. LEXIS 2496",2008,"SAAlito",2
"2008-040","2009 U.S. LEXIS 2498",2008,"JGRoberts",1
"2008-040","2009 U.S. LEXIS 2498",2008,"JPStevens",2
"2008-040","2009 U.S. LEXIS 2498",2008,"AScalia",1
"2008-040","2009 U.S. LEXIS 2498",2008,"AMKennedy",1
"2008-040","2009 U.S. LEXIS 2498",2008,"DHSouter",2
"2008-040","2009 U.S. LEXIS 2498",2008,"CThomas",1
"2008-040","2009 U.S. LEXIS 2498",2008,"RBGinsburg",2
"2008-040","2009 U.S. LEXIS 2498",2008,"SGBreyer",2
"2008-040","2009 U.S. LEXIS 2498",2008,"SAAlito",1
"2008-041","2009 U.S. LEXIS 2497",2008,"JGRoberts",1
"2008-041","2009 U.S. LEXIS 2497",2008,"JPStevens",2
"2008-041","2009 U.S. LEXIS 2497",2008,"AScalia",1
"2008-041","2009 U.S. LEXIS 2497",2008,"AMKennedy",1
"2008-041","2009 U.S. LEXIS 2497",2008,"DHSouter",2
"2008-041","2009 U.S. LEXIS 2497",2008,"CThomas",1
"2008-041","2009 U.S. LEXIS 2497",2008,"RBGinsburg",2
"2008-041","2009 U.S. LEXIS 2497",2008,"SGBreyer",2
"2008-041","2009 U.S. LEXIS 2497",2008,"SAAlito",1
"2008-042","2009 U.S. LEXIS 2550",2008,"JGRoberts",1
"2008-042","2009 U.S. LEXIS 2550",2008,"JPStevens",3
"2008-042","2009 U.S. LEXIS 2550",2008,"AScalia",1
"2008-042","2009 U.S. LEXIS 2550",2008,"AMKennedy",1
"2008-042","2009 U.S. LEXIS 2550",2008,"DHSouter",3
"2008-042","2009 U.S. LEXIS 2550",2008,"CThomas",1
"2008-042","2009 U.S. LEXIS 2550",2008,"RBGinsburg",1
"2008-042","2009 U.S. LEXIS 2550",2008,"SGBreyer",1
"2008-042","2009 U.S. LEXIS 2550",2008,"SAAlito",1
"2008-043","2009 U.S. LEXIS 2512",2008,"JGRoberts",2
"2008-043","2009 U.S. LEXIS 2512",2008,"JPStevens",1
"2008-043","2009 U.S. LEXIS 2512",2008,"AScalia",2
"2008-043","2009 U.S. LEXIS 2512",2008,"AMKennedy",1
"2008-043","2009 U.S. LEXIS 2512",2008,"DHSouter",1
"2008-043","2009 U.S. LEXIS 2512",2008,"CThomas",2
"2008-043","2009 U.S. LEXIS 2512",2008,"RBGinsburg",1
"2008-043","2009 U.S. LEXIS 2512",2008,"SGBreyer",1
"2008-043","2009 U.S. LEXIS 2512",2008,"SAAlito",2
"2008-044","2009 U.S. LEXIS 3120",2008,"JGRoberts",2
"2008-044","2009 U.S. LEXIS 3120",2008,"JPStevens",1
"2008-044","2009 U.S. LEXIS 3120",2008,"AScalia",3
"2008-044","2009 U.S. LEXIS 3120",2008,"AMKennedy",2
"2008-044","2009 U.S. LEXIS 3120",2008,"DHSouter",1
"2008-044","2009 U.S. LEXIS 3120",2008,"CThomas",1
"2008-044","2009 U.S. LEXIS 3120",2008,"RBGinsburg",1
"2008-044","2009 U.S. LEXIS 3120",2008,"SGBreyer",2
"2008-044","2009 U.S. LEXIS 3120",2008,"SAAlito",2
"2008-045","2009 U.S. LEXIS 3118",2008,"JGRoberts",1
"2008-045","2009 U.S. LEXIS 3118",2008,"JPStevens",1
"2008-045","2009 U.S. LEXIS 3118",2008,"AScalia",1
"2008-045","2009 U.S. LEXIS 3118",2008,"AMKennedy",2
"2008-045","2009 U.S. LEXIS 3118",2008,"DHSouter",2
"2008-045","2009 U.S. LEXIS 3118",2008,"CThomas",1
"2008-045","2009 U.S. LEXIS 3118",2008,"RBGinsburg",2
"2008-045","2009 U.S. LEXIS 3118",2008,"SGBreyer",1
"2008-045","2009 U.S. LEXIS 3118",2008,"SAAlito",1
"2008-046","2009 U.S. LEXIS 3119",2008,"JGRoberts",1
"2008-046","2009 U.S. LEXIS 3119",2008,"JPStevens",2
"2008-046","2009 U.S. LEXIS 3119",2008,"AScalia",1
"2008-046","2009 U.S. LEXIS 3119",2008,"AMKennedy",1
"2008-046","2009 U.S. LEXIS 3119",2008,"DHSouter",2
"2008-046","2009 U.S. LEXIS 3119",2008,"CThomas",1
"2008-046","2009 U.S. LEXIS 3119",2008,"RBGinsburg",2
"2008-046","2009 U.S. LEXIS 3119",2008,"SGBreyer",1
"2008-046","2009 U.S. LEXIS 3119",2008,"SAAlito",1
"2008-047","2009 U.S. LEXIS 3121",2008,"JGRoberts",1
"2008-047","2009 U.S. LEXIS 3121",2008,"JPStevens",1
"2008-047","2009 U.S. LEXIS 3121",2008,"AScalia",3
"2008-047","2009 U.S. LEXIS 3121",2008,"AMKennedy",3
"2008-047","2009 U.S. LEXIS 3121",2008,"DHSouter",1
"2008-047","2009 U.S. LEXIS 3121",2008,"CThomas",2
"2008-047","2009 U.S. LEXIS 3121",2008,"RBGinsburg",1
"2008-047","2009 U.S. LEXIS 3121",2008,"SGBreyer",1
"2008-047","2009 U.S. LEXIS 3121",2008,"SAAlito",2
"2008-048","2009 U.S. LEXIS 3298",2008,"JGRoberts",4
"2008-048","2009 U.S. LEXIS 3298",2008,"JPStevens",1
"2008-048","2009 U.S. LEXIS 3298",2008,"AScalia",2
"2008-048","2009 U.S. LEXIS 3298",2008,"AMKennedy",1
"2008-048","2009 U.S. LEXIS 3298",2008,"DHSouter",1
"2008-048","2009 U.S. LEXIS 3298",2008,"CThomas",2
"2008-048","2009 U.S. LEXIS 3298",2008,"RBGinsburg",1
"2008-048","2009 U.S. LEXIS 3298",2008,"SGBreyer",1
"2008-048","2009 U.S. LEXIS 3298",2008,"SAAlito",4
"2008-049","2009 U.S. LEXIS 3297",2008,"JGRoberts",1
"2008-049","2009 U.S. LEXIS 3297",2008,"JPStevens",2
"2008-049","2009 U.S. LEXIS 3297",2008,"AScalia",1
"2008-049","2009 U.S. LEXIS 3297",2008,"AMKennedy",3
"2008-049","2009 U.S. LEXIS 3297",2008,"DHSouter",2
"2008-049","2009 U.S. LEXIS 3297",2008,"CThomas",3
"2008-049","2009 U.S. LEXIS 3297",2008,"RBGinsburg",2
"2008-049","2009 U.S. LEXIS 3297",2008,"SGBreyer",2
"2008-049","2009 U.S. LEXIS 3297",2008,"SAAlito",1
"2008-050","2009 U.S. LEXIS 3300",2008,"JGRoberts",1
"2008-050","2009 U.S. LEXIS 3300",2008,"JPStevens",2
"2008-050","2009 U.S. LEXIS 3300",2008,"AScalia",1
"2008-050","2009 U.S. LEXIS 3300",2008,"AMKennedy",1
"2008-050","2009 U.S. LEXIS 3300",2008,"DHSouter",1
"2008-050","2009 U.S. LEXIS 3300",2008,"CThomas",1
"2008-050","2009 U.S. LEXIS 3300",2008,"RBGinsburg",1
"2008-050","2009 U.S. LEXIS 3300",2008,"SGBreyer",2
"2008-050","2009 U.S. LEXIS 3300",2008,"SAAlito",1
"2008-051","2009 U.S. LEXIS 3299",2008,"JGRoberts",1
"2008-051","2009 U.S. LEXIS 3299",2008,"JPStevens",2
"2008-051","2009 U.S. LEXIS 3299",2008,"AScalia",1
"2008-051","2009 U.S. LEXIS 3299",2008,"AMKennedy",1
"2008-051","2009 U.S. LEXIS 3299",2008,"DHSouter",1
"2008-051","2009 U.S. LEXIS 3299",2008,"CThomas",1
"2008-051","2009 U.S. LEXIS 3299",2008,"RBGinsburg",2
"2008-051","2009 U.S. LEXIS 3299",2008,"SGBreyer",1
"2008-051","2009 U.S. LEXIS 3299",2008,"SAAlito",1
"2008-052","2009 U.S. LEXIS 3306",2008,"JGRoberts",1
"2008-052","2009 U.S. LEXIS 3306",2008,"JPStevens",1
"2008-052","2009 U.S. LEXIS 3306",2008,"AScalia",1
"2008-052","2009 U.S. LEXIS 3306",2008,"AMKennedy",1
"2008-052","2009 U.S. LEXIS 3306",2008,"DHSouter",1
"2008-052","2009 U.S. LEXIS 3306",2008,"CThomas",1
"2008-052","2009 U.S. LEXIS 3306",2008,"RBGinsburg",2
"2008-052","2009 U.S. LEXIS 3306",2008,"SGBreyer",1
"2008-052","2009 U.S. LEXIS 3306",2008,"SAAlito",1
"2008-053","2009 U.S. LEXIS 3463",2008,"JGRoberts",2
"2008-053","2009 U.S. LEXIS 3463",2008,"JPStevens",2
"2008-053","2009 U.S. LEXIS 3463",2008,"AScalia",1
"2008-053","2009 U.S. LEXIS 3463",2008,"AMKennedy",1
"2008-053","2009 U.S. LEXIS 3463",2008,"DHSouter",2
"2008-053","2009 U.S. LEXIS 3463",2008,"CThomas",1
"2008-053","2009 U.S. LEXIS 3463",2008,"RBGinsburg",1
"2008-053","2009 U.S. LEXIS 3463",2008,"SGBreyer",1
"2008-053","2009 U.S. LEXIS 3463",2008,"SAAlito",1
"2008-054","2009 U.S. LEXIS 3304",2008,"JGRoberts",1
"2008-054","2009 U.S. LEXIS 3304",2008,"JPStevens",3
"2008-054","2009 U.S. LEXIS 3304",2008,"AScalia",3
"2008-054","2009 U.S. LEXIS 3304",2008,"AMKennedy",1
"2008-054","2009 U.S. LEXIS 3304",2008,"DHSouter",3
"2008-054","2009 U.S. LEXIS 3304",2008,"CThomas",1
"2008-054","2009 U.S. LEXIS 3304",2008,"RBGinsburg",1
